Name,Address,State,City,Phone,Email,PPN
Aryan Hospital,Old Railway Road  Gurgaon,Haryana,Gurgaon,0124 - 4910000-20 / 4910020 / 21 / 22 /23,aryanhospital@yahoo.com,Yes
Asarfi Hospital Pvt Ltd,Baramuri  P.O- Bishnupur Polytechnic,Jharkhand,Dhanbad,0326 -  6450523 / 2941708 / 2941707 / 9234302735,tpa_asarfihospital@hotmail.com,No
Asha Hospital,H.No-19-66/11  Prashanth Nagar  Kapra Phase-2,Telangana,Hyderabad,40-27136109,ashaharanath@gmail.com,Yes
Ashirwad Nursing Home,Rajgir Sadan Ground Floor Laxmi Bag Opp Sion Railway St. Sion W,Maharashtra,Mumbai,9869055473,ashirwadnurshinghome@gmail.com,Yes
Ashok Hospital,# 65 Nhcs Layout  3rd Stage  Basaveshwaranagar  Bangalore,Karnataka,Bengaluru,080 - 23226699 / 23226633,ashokhospital79@gmail.com,No
Ashok Hospital,10a Cross  Old Bangalore Road  Hosur,Tamil Nadu,Hosur,04344 - 243271 / 310255 / 309400,brashokhospital@gmail.com,No
Ashok Nursing Home,F 3/15-16   Vijay Chock  Krishna Nagar Delhi,Delhi,New Delhi,011 - 22003420 / 22038846,srshhi@gmail.com,No
Ashoka Hospital,Rajendra Nagar  Road No. 3,Bihar,Patna,612-2660180,ashokahospitalpvtltd@gmail.com,No
Ashraya Hospital,# 1977/ 1 & 2  M C C A Block  Shamanur Road  Davangere,Karnataka,Davanagere,08192 - 224679,ashraya@ymail.com,No
Ashraya Medinova Pvt Ltd,Magadi Main Road  Sunkadakatte  Bangalore,Karnataka,Bengaluru,080 - 23583783 / 56695270,ashrayahospital@gmail.com,No
Ashwin Polyclinic Pvt Ltd,#1  Alamu Nagar  Road,Tamil Nadu,Coimbatore,0422 - 2525252,ashwinhospitalcbe@gmail.com,Yes
Ashwini Accident And Multispeciality Hospital,Govind Nagar  Chowk No.5  Behind Prakash Petrol Pump,Maharashtra,Nashik,0253 - 2599994,autadegj@gmail.com,No
Ashwini Hospital,4/17-2 Iyer Bungalow Road Moondrumavadi K Pudur,Tamil Nadu,Madurai,0452 - 2564092/93/4255155,ashwinimsh2012@gmail.com,No
Ashwini Hospital,Sector-1  C.D.A   Bidanasi,Odisha,Cuttack,0671 - 2363007 / 2363008 / 2363009,ASHWINIHOSP_CTC@YAHOO.CO.IN,No
Ashwini Kidney And Dialysis Centre,301/B  Neeti Gaurav Complex  21  Central Bazar Road Ramdashpeth  Nagpur,Maharashtra,Nagpur,0712 - 2448520 / 2460766,ookalkar@yahoo.co.in,No
Ashwini Nursing Home,B H Road  Arsikere  Hassan Dist,Karnataka,Arsikere,08174 - 232502,chancheku@gmail.com,No
Asian Heart Institute,G/N Block  Bandra Kurla Complex   Bandra(East),Maharashtra,Mumbai,022 - 66986666 / 66986502,tpa.helpdesk@ahirc.com,No
Asian Institute Of Gastroenterology,H.No.6-3-661  Somajiguda  Hyderabad,Telangana,Hyderabad,040 - 23378888 / 23324255,aigipbilling@yahoo.com,Yes
Asian Institute Of Medical Sciences,Badkal Flyover Road Sector-21a,Haryana,Faridabad,0129 - 4253000,tpa.account@aimsindia.co.in,Yes
Asian Institute Of Medical Sciences,P/72  Milap Nasar Residential Zone  Midc   Dombivilli (E),Maharashtra,Mumbai,0251 - 2475000,info@aimshospital.co.in,Yes
Asian Institute Of Nephrology And Urology,6-3-562/A  Erramanzil Colony,Telangana,Hyderabad,40-23315151,billing@ainuindia.com,Yes
Asian Institute Of Oncology P Ltd,K.J. Somajya Hospital Campus  Off Eastern Express Highway  Everard Nagar  Sion,Maharashtra,Mumbai,022-67916725,tpa@asianoncology.com,No
Asian Noble Hospital Pvt Ltd,Premdan Chowk  Manmad Road  Savedi,Maharashtra,Ahmednagar,0241 -  2421290 / 2421911,noble.hospital@yahoo.co.in,No
Asram Hospital(Alluri Sitaram Raju Academy Of Medical Sciences And Hospital ),Nh- 5  Malkapuram  Eluru  West Godavari Dist  Eluru,Andhra Pradesh,West Godavari,08812 - 249361 / 249362,asrambilling@gmail.com,No
Assumption Hospital,Sulthan Bathery P O  Sulthan Bathery,Kerala,Wayanad,04936 - 220283,assumptionhospitalsby@yahoo.co.in,No
Aster Aadhar Hospital,R S No.628  Near K M T Work Shop  Shastri Nagar  Kolhapur,Maharashtra,Kolhapur,0231 - 6622643 / 6622522 / 9225256009,aster.tpa@asteraadhar.com,No
Aster Dm Health Care Pvt Ltd,1x/475l  Aster Medicity Kuttishib Road  Nagar Kothad Bridge S. Chittoor P.O,Kerala,Ernakulam-Cochin,6699999/ 2480875,insurance.astermedcity@dmhealthcare.com,No
Aster Prime Hospital,Plot No - 04  Ameerpet  Mythri Vihar  Behind Mythrivanam,Telangana,Hyderabad,040 - 44569999,billing.prime@asterhospital.com,Yes
Astha Orthopaedic And Spine Hospital,# 101  Sweni Complex  Opp. Ronak Park Society,Gujarat,Ahmedabad,079 - 27642222,drsnshah_13@yahoo.co.in,Yes
Aswini Hospitals Pvt Ltd,Karunakaran Nambiar Road,Kerala,Thrissur,0487 - 2334401 / 2335752 / 53 / 54 / 2338991,insurance@aswinihospital.org,No
Athena Hospital,Falnir Road   Mangalore,Karnataka,Mangalore,0824 - 2427612 / 2442835 / 2442836,athenahosp@gmail.com,No
Athi Pathi Hospital And Research Centre,No:4  100 Feet Road  Tansi Nagar  Velachery,Tamil Nadu,Chennai,044 - 22430819,athipathihospital@gmail.com,Yes
Athreya Hospital,Opp KSRTC Bus Stand  Gonikoppal Road  Virajpet,Karnataka,Virajpet,08274 - 257483,athreyah@yahoo.co.in,No
Athreya Hospital,6/2 B  Chandapura  Opp. Suryanagara Phase 1,Karnataka,Bangalore Rural,27832783,thirumalesh@athreyahospital.in,Yes
Attukal Devi Institute Of Medical Sciences Ltd,Tc 22/935  Pb # 5711  Attukal   Manacaud P O,Kerala,Thiruvananthapuram,0471 - 2459510 / 2459530 / 9946959040,attukaldevi@gmail.com,No
Auromed Hospitals Private Limited,No.1. Sapthagiri Garden  Solai Nagar Main Road  Muthialpet,Pondicherry,Muthialpet,0413 - 2233500 / 2235012 / 13,info@pmmhospital.com,No
Avadh Hospital,9-D  Singar Nagar  Kanpur Road  Lko,Uttar Pradesh,Lucknow,0522 - 2461116 / 2454922,avadhhospital@gmail.com,No
Avadhoot Hospital And Iccu,Plot No.29  Sec-19  Navi Mumbai  Airoli,Maharashtra,Mumbai,27640909,bhagwatjmane@gmail.com,Yes
Aveksha Hospital,#122  Varadarajaswamy Layout  Singapura Main Road  Near M.S Palya,Karnataka,Bengaluru,080-67590000,billing@avekshahospital.com,Yes
Aware Global Hospital,08-16-01 Sowbhagya Nagar Sagar Road Lingoji Guda Saroor Nagar,Telangana,Hyderabad,040 - 24111111,agh.corpdesk@globalhospitalindia.com,Yes
Axon Specialty Hospital,No 321  6th Main Hal 2nd Stage Indira Nagar,Karnataka,Bengaluru,43346333,axonhospitalinsurance321@gmail.com,Yes
Ayushman Hospital,G-16  Plot No-2  Dwarka Sector 12 ,Delhi,New Delhi,011 - 42811114 / 9312210074,ayushmanhospital999@gmail.com,Yes
Ayushman Hospital And Trauma Centre,Nh-8  Delhi-Jaipur Highway  Hero Honda Chowk,Haryana,Gurgaon,0124-4035971,ayushmanhospital-ggn@gmail.com,Yes
B D Pathak Hospital,18/1  D1-D2  Civil Lines  Near Sgad Complex  Nainital Road,Uttarakhand,Rudrapur,5944-245927,bdpathakhospital@yahoo.com,No
B L Kapur Memorial Hospital,Pusa Road  New Delhi.,Delhi,New Delhi,011 - 30403040,tpadesk@blkhospital.com,Yes
B M Birla Heart Research Centre,1/1  National Library Avenue,West Bengal,Kolkata,033 - 24567777 / 24567890,bmbhrc@birlaheart.org,Yes
B M Gupta Nursing Pvt Ltd,H-11-15 Arya Samaj Road  Uttam Nagar,Delhi,New Delhi,011-47157777,bmguptagnh@gmail.com,Yes
B M Hospital,No. 36  Vth Main Road  Thillai Ganga Nagar  Nanganallur,Tamil Nadu,Chennai,044 - 22311182 / 22670277 / 22670882 / 22670886,tpa@bmhospitals.com,Yes
B M R Hospitals,6/2  Arundlepet  Near Shanker Vilas  Guntur  Guntur,Andhra Pradesh,Guntur,0863 - 2241370,bmrhospitals@yahoo.com,No
B M S Hospital,#302  Near National Petrol Bunk  Opp Lal Sipcot-1,Tamil Nadu,Hosur,8870049352,bmshospitalhosur@gmail.com,No
B P Poddar Hospital And Medical Research Ltd,71/1  Humayun Kabir Srani  New Alipore  Block-G  Kolkata,West Bengal,Kolkata,033 - 24458901-05,tpabppoddar@gmail.com,Yes
B R S Hospital Pvt Ltd,28  Cathedral Garden Road  Chennai,Tamil Nadu,Chennai,044-30414250/30414229,brshospital92@gmail.com,Yes
B S Hospital,# 16  3 Rd Main Road  Chittilappakkam,Tamil Nadu,Chennai,044 - 22230464,drksanthakumari@gmail.com,No
Babus Maternity Hospital,No. 7/2  Duraisamy Reddy Street  West Tambaram,Tamil Nadu,Chennai,044 - 22262423,babusmaternityhospitaltbm@gmail.com,Yes
Baby Memorial Hospital,Indira Gandhi Road Calicut-673004 Kerala State,Kerala,Calicut,2777777,bmhtpa@babymhospital.org,No
Bahl Hospital And Medical Research Centre,Hanuman Garh Road  Sriganga Nagar,Rajasthan,Sri Ganganagar,0154 - 2463280 / 2464280,bahlhospital@yahoo.co.in,No
Balaji Hospital,34  34/A  Petbasheerabad  Jeedimetla,Telangana,Hyderabad,9959299200 / 08418232777,balaji.hospital@yahoo.com,Yes
Balaji Hospital,Opp. Vidya Vikas School  Subhanpura  Vadodara,Gujarat,Vadodara,0265 - 2282111 / 2282112 / 3095766 / 3095767,balajihospitalbaroda@gmail.com,No
Balaji Hospital,N R Pet  Karnool - 518009,Andhra Pradesh,Kurnool,8518-221227 / 221095,balajihospitalkurnool@gmail.com,No
Balaji Hospitals Pvt Ltd,No.1  Lawyer Jagannath Street  Guindy  Chennai,Tamil Nadu,Chennai,044-22325500/5511/5522/5533/5544,insurance@sribalajihospital.com,No
Balaji Medicare Hospital,132-A Ashok Nagar  Basti Shaik Road,Punjab,Jalandhar,0181 - 2206395,balaji.medicare@gmail.com,No
Bali Nursing Home,# 20b/3  D B Gupta Road  Dev Nagar  Karol Bagh,Delhi,New Delhi,011 - 28717474 / 41547040-41 / 28716363,bnh@drbali.com,Yes
Banarsidas Chandiwala Institute Of Medical Sciences,Chandiwala Estate Maa Anandmai Ashram Marg Kalkaji New Delhi,Delhi,New Delhi,011 - 49020241 / 248/249 / 253,chandiwalahospital@gmail.com,Yes
Bangalore Hospital,No.202. R.V. Road  South End Circle Jayanagar  Bangalore,Karnataka,Bengaluru,080 - 41187600,bangalorehospital@gmail.com,Yes
Banipark Hospital,D-9  Kabir Marg  Bani Park  Jaipur,Rajasthan,Jaipur,0141 - 2203864 / 2203866,bphospital@gmail.com,Yes
Bankers Heart Institute,Naera Tagore Nagar  Opp. Surya Kiran Complex  Old Padra Road  Vadodara,Gujarat,Vadodara,0265 - 2320404 / 2324004 / 2320099,bhi.hcp@gmail.com,No
Bankura Nursing Home,Patpur P.O.  District Bankura,West Bengal,Bankura,03242 - 250582 / 255155,cashless@bankuranursinghome.com,No
Bansal Hospital,C- Sector  Shahpura  Near Manisha Market,Madhya Pradesh,Bhopal,0755 - 4086000,tpa@bansalhospital.net,No
Bansal Hospital,17  Janakpuri  1st Imli Wala Phatak  Jaipur,Rajasthan,Jaipur,0141 - 2595832 / 2590181,bansal2001@yahoo.co.in,Yes
Bansal Hospital,A-1  New Friends Colony  New Delhi,Delhi,New Delhi,011 - 46583333,hospitalbansal@yahoo.in,Yes
Bansal Nursing Home,226-227  Sec 14  Sonepat,Haryana,Sonepat,0130 - 2242222 / 2242221,bansalhospital1982@gmail.com,No
Baps Pramukh Swami Hospital,Shri Pramukh Swami Maharaj Marg   Adajan Char Rasta,Gujarat,Surat,0261 - 2781000 / 9879644144,cashless.bapshs@gmail.com,No
Bapuji Maternity And Nursing Home,7-44 Bapujinagar  Nacharam  Hyderabad  Nacharam,Telangana,Hyderabad,040 - 27175567,bapujihospital@gmail.com,Yes
Baroda Heart And Multispeciality Hospital,Panchbatti  Station Road,Gujarat,Bharuch,2642-260551 / 260552,barodahearthospital@gmail.com,No
Baroda Heart Institute And Research Centre,44  Haribhakti Colony  Old Padra Road  Vadodara - 390007,Gujarat,Vadodara,0865 - 2325444 / 2322021,ipd_bhirc@yahoo.in,No
Baroda Hospital,1st Floor   Anant Apartment  Besides Aradhana Cinema  Tilak Road  Baroda,Gujarat,Vadodara,0265 - 2434073,info@barodahospital.com,No
Basavangudi Medical Centre,# 84/1  R.V.Road  Basavanagudi,Karnataka,Bengaluru,080 - 26571638 / 41205606,rameshnr@vsnl.net,Yes
Basaveshwara Hospital And Research Centre Pvt Ltd,N.H. 4  By Pass  Near Housing Board Colony,Karnataka,Chitradurga,08194 - 227642 / 222054,bmchrccta@gmail.com,No
Batra Hospital And Medical Research Centre,1  Tughalakabad Institutional Area  Mehrauli Badarpur Road,Delhi,New Delhi,011-29957487,batracdesk@gmail.com,Yes
Bbr Multi Speciality Hospital,7-4-194  Ferozguda  Balanagar  Secunderabad,Telangana,Hyderabad,040 - 23779999,rmobbrhospital@gmail.com,Yes
Belle Vue Clinic,#9  Dr. Un Brahmachari Street  Kolkata,West Bengal,Kolkata,033 - 23316925 / 7473,insurance@bellevueclinic.com,Yes
Belle-Vue General Nursing Home,Sejal  1st Floor  Link Extn Road  Andheri(West),Maharashtra,Mumbai,022 - 26736097 / 26736120,bellevuenursinghome@yahoo.com,Yes
Belle-Vue Multispeciality Hospital,1st Floor The Link Rd.,Maharashtra,Mumbai,66868600/06/07/10,bvmsph@gmail.com,No
Bellona Nursing Home And Diagonstic Centre Private Limited,51 A Diamond Harbour Road,West Bengal,Kolkata,033 - 30901803 / 24487057,bellonapvt@gmail.com,Yes
Bethany Hospital,Nongrim Hills,MEGHALAYA,Shillong,364-2520300/2300168,bethanyhospitalshillong@yahoo.co.in,No
Bethany Hospital,Opp. Maniketan  Pokhran Road  No. 2  Thane West,Maharashtra,Mumbai,022 - 21725100 / 124,lokhospital@yahoo.co.in,Yes
Bethel Hosptal,223  Dr.Rajendra Prasad Road  Tatabad,Tamil Nadu,Coimbatore,0422 - 2498884 / 3245300,bethelhospital2006@yahoo.co.in,No
Bethesda Hospital,P B No. 56  Ambur,Tamil Nadu,Ambur,04174 - 242131 / 243405,director@bethesdaambur.com,No
Bewell Hospital,No.15  Lawspet Ecr  Green Gardens,Pondicherry,Pondicherry,413-2255390,bewellpondy@bewellhospitals.net,No
Bewell Hospitals,5371/5  Alangudi Road  Pudukottai - 622 001.,Tamil Nadu,Pudukottai,4322-267010/11/7373013111,arun@bewellhospitals.in,No
Bgs Gims Hospital,# 67  Bgs Global Health & Education City  Uttra Halli Main Road  Kengeri,Karnataka,Bengaluru,28611658,bgsgimsinsu2019@gmail.com,Yes
Bgs Global Hospital,Bgs Health And Education City  # 67  Uttara Halli Road  Kengeri,Karnataka,Bengaluru,080-26255555,approval.bgsglobal@gmail.com,Yes
Bhagat Chandra Hospital,Rfz 1/1  Mahavir Enclave  (Near Dwarka Plalam Flyover)  Dwarka,Delhi,New Delhi,45254525,tpabch@gmail.com,Yes
Bhagat Hospital,D2  48-49  Janakpuri   New Delhi- 110058.,Delhi,New Delhi,45102030,bhtpa68@gmail.com,Yes
Bhagwan Mahaveer Cancer Hospital And Research Centre,Jln Marg  Near Saras Dairy,Rajasthan,Jaipur,0141 - 2700107 / 2702106 / 2702899,bmchrc2011@gmail.com,Yes
Bhagwan Mahaveer Jain Hospital,17  Millers Road  Vasanthnagar,Karnataka,Bengaluru,080 - 22261153 / 40875555 / 41100550 / 41100552 /,corporate@bmjh.org,Yes
Bhagwati Healthcare Pvt Ltd,Plot No.2  Rameshwadi  Kulgaon Badlapur Road  Badlapur (W)  Thane,Maharashtra,Thane,0251 - 2670726 / 2671787,bhagwatihospital100@yahoo.com,Yes
Bhagwati Hospital,Cs/Ocf - 6 Near Popular Apartment Sector - 13 Rohini - 110085,Delhi,New Delhi,011 - 43126000 / 43126100,bhagwatihospitalr13@gmail.com,Yes
Bhailal Amin General Hospital,Bhailal Amin Marg   Gorwa,Gujarat,Vadodara,0265 - 2285555 / 2282255,contact@baghospital.com,No
Bhakti Vedanta Hospital,Sec-1 Srishti Complex  Mira Road (East),Maharashtra,Thane,022 - 29452400,backuppreauthbh@gmail.com,Yes
Bhanavi Hospital,P2  Jcst Anikethana Road E & F Block Kuvempunagar,Karnataka,Mysore,821-2545454/ 56,prashanth.admin@bhanavihospital.com,No
Bhandari Hospital,21  22   23  G.F Scheme No. 54  Near Megduth Garden  Vijay Nagar  Indore,Madhya Pradesh,Indore,0731 - 4733260,bhrc.cashless@gmail.com,Yes
Bhandari Hospital And Research Centre,138 A  Vasundhara Colony  Tonk Road   Gopalpura By Pass  Jaipur,Rajasthan,Jaipur,0141 - 2703851 / 2703852 / 2705122,contact@bhandarihospital.net,Yes
Bharath Hospital And Institute Of Oncology,No. 438  Outer Ring Road  Hebbal Industrial Area  The Ring Rd  Hebbal 1st Stage  Mysuru,Karnataka,Mysore,0821 - 4280286,bharath.hospital@yahoo.co.in,No
Bharathi Hospital,Gandhi Nagar  Railway Station Road  Yarramukkapalli  Kadapa,Andhra Pradesh,Kadapa,08562 - 257089,bharathihospitals123@gmail.com,No
Bharathi Hospital,Door No 14-24-1  Mens Hostel Road  Maharanipeta  Visakhapatnam,Andhra Pradesh,Visakhapatnam,0891 - 2526500 / 2526501 / 2526502,bharogyam@gmail.com,No
Bharathi Rajaa Speciality Hospital,#20  G.N. Chetty Road  T. Nagar,Tamil Nadu,Chennai,044 - 28345300 / 30113011,brshinsurance@gmail.com,Yes
Bhardwaj Hospital,Nit- 1  Sec-29  Opp. Ganga Complex,Uttar Pradesh,Noida,0120 - 2450111 / 222 / 333 / 9811666123,marketing@bhardwajhospitalnoida.com,Yes
Bhargava Hospital,# 15 / 263  Civil Lines  Kanpur,Uttar Pradesh,Kanpur,0512 - 23044500 / 2330333 / 2304500/2304700,bhargavahospital@yahoo.co.in,No
Bhargava Medical And Trauma Centre,"30-E  ""O"" Block  Kidwai Nagar",Uttar Pradesh,Kanpur,0512 - 2600580 / 8932889900 / 8934889900,bmtcknp@gmail.com,No
Bhatia Global Hospital And Endo Surgery Institute,305-307-308 Ambica Vihar   Opp Central School   Paschim Vihar,Delhi,New Delhi,011 - 25270701 / 25270702 / 25270500,accounts@bhatiaglobalhospital.com,Yes
Bhatia Hospital,A-25   Ramgarh Colony  G T Karnal Highway,Delhi,New Delhi,011 - 27632266 / 27635466,bhatiahospital27@yahoo.co.in,No
Bhatia Nursing Home,Mohan Road  Punjabi Bada  Near Gupta Hoterl  Ballabhgarh,Haryana,BALLABHGARH,0129 - 2246867 / 2241202 / 2246864 / 9811083920,bhatia.nursing.home@gmail.com,Yes
Bhimavaram Hospitals Ltd,J.P.Road  Bhimavaram  Bhimavaram,Andhra Pradesh,West Godavari,08816 - 221111,bvrmhospitals@gmail.com,No
Bidhan Niramoy,B-120  Aldrin Path  Sec-2b.Bidhannagar,West Bengal,Durgapur,0343 - 2537083,bidhanniramoy@yahoo.co.in,No
Billroth Hospital,52  Second Main Road  Raja Annamalaipuram,Tamil Nadu,Chennai,044 - 24631036/ 04424641111,billrothrapuram@gmail.com,Yes
Billroth Hospital,No.43  Lakshmi Talkies Road  Shenoy Nagar,Tamil Nadu,Chennai,044 - 26641777,billrothhospital@gmail.com,Yes
Binayak Multispeciality Hospital,59 Kali Charan Ghosh Road  Kolkata,West Bengal,Kolkata,033 - 25329950 / 51,binayakhealthworld@yahoo.co.in,Yes
Bishop Benziger Hospital,P.B.No. 515 Beach Road,Kerala,Kollam,0474 - 2768201,bishopbenzihosp.ins@gmail.com,No
Bloom Healthcare,No 32  Taramani Link Road  Velachery,Tamil Nadu,Chennai,44-42640865 / 66,insurance@bloomhealthcare.in,No
BMRC Hospitals Limited,6/6-B.T. Road  Talpukur,West Bengal,BARRACKPORE,033 - 25014947 / 4027,bmrchospital@yahoo.in,Yes
Bmri Hospital Pvt Ltd,8a-Diamondhurber Rd. Thakurpukur  Thakurpukur,West Bengal,Kolkata,033 - 24534078 / 79,himadricbmri@gmail.com,Yes
Bodyline Hospitals,Nava Vikas Gruh Road  B/S Dev Status  Opp. Annapurna Hall  Paldi  Ahmedabad,Gujarat,Ahmedabad,079 - 26640505 / 65242322,kidneyline@gmail.com,Yes
Bohra Speciality Hospital And Trauma Centre,Shamli   Distt M Nagar,Uttar Pradesh,Shamli,01398 - 250602 / 9837783966,bohrahealthcare@gmail.com,No
Bombay Hospital,Ida Scheme No 94/95  Ring Road  Indore - 452010,Madhya Pradesh,Indore,0731 - 2575811 / 4771111,bombay.hospital.indore@gmail.com,Yes
Bombay Hospital Trust,12  New Marine Lines  Mumbai,Maharashtra,Mumbai,022 - 22067676,bhtmktg@gmail.com,Yes
Brahm Shakti Sanjivani Hospital,Delhi Rothak Road  Dist-Jhajjar  Bahadurgarh,Haryana,Bahadurgarh,01276 - 236666 / 231336,sanjivanibahadurgarh@gmail.com,No
Brahmananda Narayana Hrudayalaya,Tamolia (Dist. Seraikela-Kharsawan)  Bnh More,Jharkhand,Jamshedpur,657-3984000,gulshan.parveen@nhhospitals.org,No
Brahmaputra Diagnostic And Hospital Ltd,Paltan Bazar  Jalan Nagar  Dibrugarh   Paltan Bazar  Jalan Nagar  Dibrugarh,Assam,Dibrugarh,0373 - 2303476-85,brahmaputra2302680@gmail.com,No
Breach Candy Hospital Trust,60 -A Bhulabhai Desai Road  Mumbai,Maharashtra,Mumbai,022 - 23667788 / 23671888 / 23672888,tpa@breachcandyhospital.org,No
Brij Medical Centre Pvt Ltd,94  E-Block  Panki  Kanpur,Uttar Pradesh,Kanpur,0512 - 2262150 / 2262861 / 2263399,mail@bmchospital.in,No
Brijlal Hospital And Research Centre Pvt Ltd,Anandi Tower  Nainital Road,Uttarakhand,Haldwani,05946 - 284816/9837811111,tpa@brijlalhospital.org,No
"Bristlecone Hospitals, Barkatpura (A unit of Virinchi hospitals)",3-4-136/A  Street No. 6  Near Barkatpura Chaman,Telangana,Hyderabad,040-45999999,kmadhu1057@gmail.com,Yes
Brookefield Hospital,521/522. Itpl Main Road Vijayalakshmi Square,Karnataka,Bengaluru,80-42445555/ 66/ 23,insurance@brookefieldhospital.com,No
Bses Mg Hospital,S.V.Road  Opp.Railway Station  Andheri(W)  Mumbai,Maharashtra,Mumbai,022 - 66487500 / 09322721619,bses-tpa@ghrc-bk.org,No
Bss Hospital,No. 200  Ramakrishna Nutt Road Mandaveli,Tamil Nadu,Chennai,44-24615747/ 24939323,hospitalbss@yahoo.com,Yes
C C Shroff Memorial Hospital,3-4-801  Barkatpura,Telangana,Hyderabad,040 - 27566666,shroffhospital@sify.com,Yes
C M C Hospital,Delhi Road  Hisar,Haryana,Hisar,01662 - 237476 / 226720,cmchospitalhisar@hotmail.com,No
C S I Lombard Memorial Hospital,Chitpady,Karnataka,Udupi,0820 - 2527455 / 2520334 / 2520384,csi.lmh@gmail.com,No
C S I Rainy Multi Speciality Hospital,45  G.A.Road  Chennai,Tamil Nadu,Chennai,044 - 25957668,cghs@csirainyhospital.com,No
Cardinal Gracias Memorial Hospital Trust,Bangali Naka Sandor  Post Vasai(W)-401201  Sandar  Vasai,Maharashtra,Thane,0250 - 2322683 / 2324220,cgmhospital@rediffmail.com,Yes
Care And Cure Hospital,S N Road  Nabaplly  Barasat,West Bengal,Barasat,033 - 25422899,7carecure@gmail.com,Yes
Care Hospital,# 5-4-199  Jawaharlal Nehru Road  Exhibition Road  Nampally,Telangana,Hyderabad,040 - 30417777 / 55517777 / 24735465,carepreauth@gmail.com,Yes
Care Hospital,Road No. 1  Banjara Hills,Telangana,Hyderabad,040 - 30418786 / 30418888 / 23234444,carebanjarainsu@carehospitals.com,Yes
Care Hospital,D.No 17-1-1  Opp.K.G.H Maharanipeta,Andhra Pradesh,Visakhapatnam,0891 - 3067000 / 2555733,carevisakhainsu@carehospitals.com,No
Care Hospital Institute Of Medical Sciences,# 10-50-11/5  Waltair Main Road  Ram Nagar  Vishakapatnam,Andhra Pradesh,Visakhapatnam,0891 - 3041444 / 6645105,carevisakhainsu@carehospitals.com,No
Care Hospitals,3  Farmland  Panchsheel Square  Wardha Road,Maharashtra,Nagpur,0712 - 3982521,carenagpur@carehospitals.com,No
Carewell Heart And Super Speciality Hospital,Model Town  G T Road  Amritsar,Punjab,Amritsar,0183 - 2221121 / 2562534,carewell_hospital@rediffmail.com,Yes
Carewell Hospital Research Centre Pvt Ltd,Ippady  Kerala,Kerala,Kasargod,04994 - 230180 / 222324 / 222325 / 222442 / 225525,carewellhospital@gmail.com,No
